ActivityID,Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry
76,Adare Franciscan Friary,http://www.adaremanor.com,35361396204,-8.77973613258908,52.5518669162486,Limerick,Adare,Republic of Ireland
77,Adare Heritage Centre,http://www.adareheritagecentre.ie,35361396666,-8.7898313,52.5647887,Limerick,Adare,Republic of Ireland
78,Adare Village & Riverbank Walk,,,-8.79321382607429,52.562085705516,Limerick,Adare,Republic of Ireland
79,Adare Woollens,http://www.adarewoollens.com,35361396922,-8.789833,52.56479,Limerick,Adare,Republic of Ireland
80,Adelaide Memorial Church,http://www.carlowtourism.com,353599157671,-6.778635,52.684946,Carlow,Myshall,Republic of Ireland
81,Adelaide Road Presbyterian Church,http://www.adelaideroadchurch.ie,+353(0)12694944,-6.258781,53.332501,Dublin,Dublin City,Republic of Ireland
82,Adrian Cooke Classical Art Atelier,http://www.classicalartatelier.com,353876609644,-7.250912,52.17701,Waterford,Annestown,Republic of Ireland
83,Adrigole Arts,http://www.hungryhillgallery.com,3532760234,-9.7104121,51.6844057,Cork,Adrigole,Republic of Ireland
84,AdvenTour in Cork,http://www.adventourincork.com/english.html,+353(0)899810517,-8.47502159701708,51.8970869054031,Cork,Cork City,Republic of Ireland
85,ADVENTURE 001 Ireland,https://www.adventure001.ie,+353(0)51347331,-7.086347,52.186723,Waterford,Waterford City,Republic of Ireland
86,ADVENTURE 001 Ireland - Helicopter Tours,http://adventure001.ie/,+353(0)51347331,-9.31895341098016,53.0188517199791,Clare,Lisdoonvarna,Republic of Ireland
87,Adventure Breaks Ireland - Segway Tour,http://adventurebreaksireland.com/adventures-by-land/,+353(0)876067518,-6.25930291817713,53.3488728652515,Dublin,Dublin City,Republic of Ireland
88,Adventure Breaks Ireland Bicycle Rental,https://www.adventurebreaksireland.com/bike-rental-3,353876067518,-6.25930828259504,53.3488840730941,Dublin,Dublin City,Republic of Ireland
89,Adventure Burren,http://www.adventureburren.com,+353(0)872244569,-9.0551087,53.0382944,Clare,The Burren,Republic of Ireland
90,Adventure Gently,http://www.adventuregently.com,353851821547,-8.3012295257849,54.2304964391538,Leitrim,Dromahair,Republic of Ireland
91,Adventure Getaways with Connemara Wild Escapes,http://www.connemarawildescapes.ie/adventure/,+353(0)863771025,-9.94810605761722,53.5536588112235,Galway,Letterfrack,Republic of Ireland
92,Adventure Kayaking Tours,http://www.northclareseakayaking.com,353851195489,-9.20297,52.93231,Clare,Doolin,Republic of Ireland
93,Adventure One Surf School,http://www.adventureone.net,353876285565,-7.701934,55.247959,Donegal,Fanad,Republic of Ireland
94,Adventure Rooms Dublin,https://adventurerooms.ie/,35318727927,-6.2704305,53.3496638,Dublin,Dublin City,Republic of Ireland
95,Adventure Tours Inis Mor,http://facebook.com/Adventure-Tours-Inis-Mor-327265997806468/,353879547571,-9.66904792855837,53.1191408281519,Galway,Inishmore - Árainn (Aran Islands),Republic of Ireland
96,Aer Arann Islands,http://www.aerarannislands.ie,+353(0)91593034,-9.46731509511847,53.232080708613,Galway,Inveran,Republic of Ireland
97,Aerfort Réigiúnach Chonamara (Connemara Regional Airport),,,-9.46964,53.232266,Galway,Inveran,Republic of Ireland
98,Aghaboe Abbey,,353578739628,-7.5140093,52.9222166,Laois,Aghaboe,Republic of Ireland
99,Agharinagh Inspirational Gardens,http://www.griffinsgardencentre.ie,353217334286,-8.724551,51.912194,Cork,Dripsey,Republic of Ireland
100,Agricultural Heritage Display Centre,http://www.coolakayhouse.ie/museum,35312862423,-6.1880463,53.1667259,Wicklow,Enniskerry,Republic of Ireland
101,Ahakista Air India Plane Disaster Memorial,http://livingthesheepsheadway.com/air-india-disaster-memorial,3532821489,-9.621448,51.59751,Cork,Ahakista,Republic of Ireland
102,Ahenny High Crosses,http://www.megalithicireland.com/High%20Cross%20Ahenny.htm,,-7.39333338161782,52.4125374566596,Tipperary,Ahenny,Republic of Ireland
103,Ahoy Café,https://www.facebook.com/ahoycafekillybegs,353749731952,-8.4460411,54.6333848,Donegal,Killybegs,Republic of Ireland
104,Aidi MacDáibhi Celtic Jewellery,http://www.celticjewelry.ie,353834834176,-9.482015,52.447323,Kerry,Listowel,Republic of Ireland
105,Aileach Restaurant,https://www.clanreehotel.com/dining.html,353749124369,-7.6983954,54.9436594,Donegal,Letterkenny,Republic of Ireland
106,Aillebrack Green Coast Beach 2019,http://www.cleancoastsireland.org,,-10.1401412242919,53.4164726309031,Galway,Ballyconneely,Republic of Ireland
107,Duplicate Aillwee Cave & The Birds Of Prey Centre,http://www.aillweecave.ie,353657077036,-9.143653,53.089126,Clare,Ballyvaughan,Republic of Ireland
108,Aillwee Cave & The Birds of Prey Centre,http://www.aillweecave.ie,353657077036,-9.1436674,53.0891282,Clare,Ballyvaughan,Republic of Ireland
109,Aine Dunne - Fine Art Tapestry Weaver,http://www.ainedunneweaver.com,353879112502,-6.351277,53.762114,Louth,Drogheda,Republic of Ireland
110,Aircoach,http://aircoach.ie,+353(0)18447118,-6.243069,53.428486,Dublin,Dublin Airport,Republic of Ireland
111,Airfield Estate,http://www.airfield.ie,35319696666,-6.2369953,53.2881795,Dublin,Dundrum,Republic of Ireland
112,Airmid Natural Handmade Skincare,https://airmidsoap.com/pages/about-us,353892066292,-9.2627951,53.0044789,Kerry,Waterville,Republic of Ireland
113,AJLA Restaurant,https://www.ajla.ie,35391485413,-8.8803425,53.2276828,Galway,Clarinbridge,Republic of Ireland
114,Alaind Walking Sneem,https://alaindwalkingireland.ie,353852581480,-9.9086594,51.84421,Kerry,Sneem,Republic of Ireland
115,Alainn Tours,http://www.vacancesenirlande.com,+353(0)719150345,-8.49441129053582,54.276444346788,Sligo,Sligo Town,Republic of Ireland
116,Alan Gaillard Stoneware Pottery,http://www.alangaillard.com,3539522786,-10.031529,53.503391,Galway,Clifden,Republic of Ireland
117,Albatross Escape Rooms,https://www.albatrossescape.ie,353838957777,-9.453056,51.6806008,Cork,Bantry,Republic of Ireland
118,Alex Restaurant,https://twitter.com/ConradDublin,+353(0)16028900,-6.257232,53.334945,Dublin,Dublin City,Republic of Ireland
119,Alfie Byrne's,http://galwaybaybrewery.com/alfiebyrnes/,+353(0)16028976,-6.25750520601275,53.3347402832561,Dublin,Dublin City,Republic of Ireland
120,Alfie's Bar and Grill,http://www.conraddublin.com,+353(0)16028900,-6.257232,53.334945,Dublin,Dublin City,Republic of Ireland
121,Alix Gardners Cookery School,http://www.dublincookery.com,+353(0)16681553,-6.245333,53.329644,Dublin,Ballsbridge,Republic of Ireland
122,All Ireland Chauffeur - Coach Tours,http://www.allirelandchauffeurtours.com,+353(0)876613619,-7.07549231468045,52.2393818711705,Waterford,Waterford City,Republic of Ireland
123,All Things Connemara,https://www.connemara.net/things-connemara,3539522630,-10.0206564,53.4875722,Galway,Clifden,Republic of Ireland
124,Allihies - Ballydonegan Loop,http://www.bearatourism.com/loopallihies.html,+353(0)2770054,-10.0509686404297,51.650442197433,Cork,Allihies,Republic of Ireland
125,Allihies - Kealogue Mine Loop,http://www.irishtrails.ie/Trail/Allihies---Kealoge-loop/630/,+353(0)2770054,-10.0516552859375,51.6489510524492,Cork,Allihies,Republic of Ireland
126,Allihies Copper Mine Museum,http://www.acmm.ie/theminemuseum,3532773218,-10.045585,51.638933,Cork,Allihies,Republic of Ireland
127,Allihies Copper Mine Tour,http://bearabaoitours.com,+353(0)876461627,-10.045510909174,51.6391211806187,Cork,Allihies,Republic of Ireland
128,"Allo's Restaurant, Bar & Bistro",https://www.facebook.com/Allosbarbistro,3536822880,-9.4842248,52.4465992,Kerry,Listowel,Republic of Ireland
129,Aloha Surf School,http://www.surfschool.ie,353872133996,-9.2861007,53.1174754,Clare,Fanore,Republic of Ireland
130,Alpha College of English,http://www.alphacollege.com,+353(0)18747024,-6.26182401719666,53.3552083170315,Dublin,Dublin City,Republic of Ireland
131,Alpine Fishery,,+353(0)9636733,-9.09244,54.2159,Sligo,Enniscrone,Republic of Ireland
132,Altamont Gardens,https://heritageireland.ie/visit/places-to-visit/altamont-gardens/,353599159444,-6.72083739021298,52.7357813084342,Carlow,Tullow,Republic of Ireland
133,Altar,,,-9.6438852,51.514061,Cork,Schull,Republic of Ireland
134,Alternative Bread Company,https://www.instagram.com/alternativebread/?hl=en,353214251347,-8.4747435,51.8976506,Cork,Cork City,Republic of Ireland
135,Alternative Visions,http://alternativevisions.co.uk,353872825851,-7.969439296019,55.1832747091389,Donegal,Dunfanaghy,Republic of Ireland
136,Altidore Castle,https://www.ihh.ie/index.cfm/houses/house/name/Altidore%20Castle,353877601369,-6.1381173,53.1106151,Wicklow,Kilpedder West,Republic of Ireland
137,Altitude Cycle & Outdoor Store,http://www.altitude.ie,35351870356,-7.1187809,52.2602341,Waterford,Waterford City,Republic of Ireland
138,Alvito's Italian Restaurant,https://alvitos.ie,35316242160,-6.4883839,53.3643182,Kildare,Leixlip,Republic of Ireland
139,Amazing Irish Vacations,https://www.facebook.com/Amazingirishvacations,+353(0)61484911,-8.62726945078339,52.6631013855745,Limerick,Dooradoyle,Republic of Ireland
140,Ambassador Theatre,,+353(0)0818333773,-6.261968,53.352709,Dublin,Dublin City,Republic of Ireland
141,Amicus Restaurant,http://www.amicusrestaurant.ie,353214276455,-8.474213,51.899358,Cork,Cork City,Republic of Ireland
142,AMOC Jewellery,http://www.amoc.ie,35312871515,-6.0625099,53.1443074,Wicklow,Greystones,Republic of Ireland
143,An Blascaod Mór,,,-10.536,52.0895,Kerry,Dunquin,Republic of Ireland
144,An Bonnán Buí,https://anbonnanbui.ie,353749158868,-7.53358418684104,55.0952355866344,Donegal,Rathmullan,Republic of Ireland
145,An Builín Blasta,http://www.odonoghuesbakery.com,3539781800,-9.989789,54.223721,Mayo,Belmullet,Republic of Ireland
146,An Chéibh Bheag (Cloghmore Pier),,,-9.9472967,53.880075,Mayo,Achill Island -Acaill,Republic of Ireland
147,An Chonair (Conor Pass),,,-10.207747,52.181771,Kerry,Dingle,Republic of Ireland
148,An Club Beag,http://www.anclubbeag.ie,353749522649,-8.3599426,54.9485758,Donegal,Dungloe,Republic of Ireland
149,"An Evening of Food, Folklore and Fairies",https://irishfolktours.com/,35312188555,-6.2542657,53.3508903,Dublin,Dublin City,Republic of Ireland
150,An Fál Mór (Falmore),,,-10.085653,54.09554,Mayo,Belmullet,Republic of Ireland
151,An Fód Dubh (Blacksod Harbour),,,-10.060762,54.098875,Mayo,Blacksod,Republic of Ireland
152,An Grianan,http://www.an-grianan.ie,353419822119,-6.26566479895018,53.7556220728349,Louth,Termonfeckin,Republic of Ireland
153,An Grianan Adult Education College,https://www.an-grianan.ie,353419822119,-6.264549,53.754937,Louth,Termonfeckin,Republic of Ireland
154,An Grianán Theatre,http://www.angrianan.com,+353(0)749120777,-7.731991,54.953345,Donegal,Letterkenny,Republic of Ireland
155,An Irish Anglers World Wicklow,http://www.anirishanglersworld.com,353868697370,-6.19505022094722,53.0520549175125,Wicklow,Roundwood,Republic of Ireland
156,An Poitin Stil,http://www.louisfitzgerald.com/poitinstil,+353(0)14589244,-6.476837,53.281066,Dublin,Rathcoole,Republic of Ireland
157,An Port Mor Restaurant,http://anportmor.com,3539826730,-9.522252,53.799036,Mayo,Westport,Republic of Ireland
158,An Pucan Bar,http://www.anpucan.ie,353857704605,-9.047359,53.274567,Galway,Galway City,Republic of Ireland
159,An Sibin Equestrian Centre,http://www.irishhorseriding.com,35361927411,-8.4042105,52.980229,Clare,Whitegate,Republic of Ireland
160,An Siopa at The Mills,http://www.millsinn.ie/craft-shop-cork-hampers-food-homebaking-gifts,3532645237,-9.1706322,51.9456574,Cork,Ballyvourney,Republic of Ireland
161,An Spailpín Fánac,http://www.facebook.com/anspailpinfanac,353214277949,-8.4765482,51.8965912,Cork,Cork City,Republic of Ireland
162,An Sugan Seafood Bar & Restaurant,http://www.ansugan.com,353238833498,-8.885853,51.623167,Cork,Clonakilty,Republic of Ireland
163,An Táin Arts Centre,http://www.antain.ie,353429332332,-6.400612,54.004604,Louth,Dundalk,Republic of Ireland
164,An tSean Bheairic,http://www.falcarraghvisitorcentre.com,353749180655,-8.100882,55.137024,Donegal,Falcarragh,Republic of Ireland
165,Anam Cara Writer's and Artist's Retreat,https://www.anamcararetreat.com,3532774441,-9.9557065,51.6842538,Cork,Eyeries,Republic of Ireland
166,Ancestral Line,http://ancestralline.com,353860878762,-9.1057419,52.729145,Clare,Ballynacally,Republic of Ireland
167,Ancestral Voices Limited,http://irishancestralvoices.com,+353(0)831454548,-8.02080289059847,53.2054043732246,Offaly,Banagher,Republic of Ireland
168,Anchor Bar Dungarvan,http://www.facebook.com/anchorbardungarvan?fref=ts,3535841249,-7.618756,52.089821,Waterford,Dungarvan,Republic of Ireland
169,Anchor Tours,http://anchortours.ie/,+353(0)429371405,-6.3468879297709,54.0117268925552,Louth,Louth Village,Republic of Ireland
170,Andy's Bar & Restaurant,http://www.andysmonaghan.com,3534782277,-6.9721375,54.2477282,Monaghan,Monaghan Town,Republic of Ireland
171,Angela Woulfe Gallery,http://www.angelawoulfegallery.com/,35361310164,-8.6288578,52.6591346,Limerick,Limerick City,Republic of Ireland
172,Angela's Ashes Walking Tour,https://www.limerick.ie/discover/eat-see-do/tours/angelas-ashes-walking-tours,+353(0)833000111,-8.62566,52.6653,Limerick,Limerick City,Republic of Ireland
173,Anglers Paradise Fishing Guides,http://www.anglersparadise.org,353871229352,-9.5504684,52.1720486,Kerry,Farranfore,Republic of Ireland
174,Anglers Rest,http://theanglersrest.ie/,+353(0)18208314,-6.358864,53.359149,Dublin,Dublin City,Republic of Ireland
175,Anglers Rest Bar,https://www.facebook.com/pages/category/Bar/Anglers-Rest-Bar-148218728527206,3539543628,-9.9644048,53.5889263,Galway,Renvyle,Republic of Ireland
176,Angling at Jerpoint Park,http://jerpointpark.com/activities-events/fishing-2/,+353(0)866061449,-7.166836,52.512917,Kilkenny,Thomastown,Republic of Ireland
177,Angling Ballinlough,,+353(0)2641222,-9.15483689279705,51.5804761368337,Cork,Leap,Republic of Ireland
178,Angling Ballyshannon District,,+353(0)719841350,-8.46304148183724,54.4606885449987,Sligo,Mullaghmore,Republic of Ireland
179,Angling Ballyshunock Reservoir,,,-7.34221,52.225983,Waterford,Kilmacthomas,Republic of Ireland
180,Angling Belturbet,,+353(0)494331942,-7.43472900793968,54.1009968037999,Cavan,Belturbet,Republic of Ireland
181,Angling Bleach Lough,http://www.bleachloughanglers.ie,,-8.81276636800171,52.6168495261355,Limerick,Kildimo,Republic of Ireland
182,Angling Bohernabreena Reservoirs,,+353(0)14543444,-6.284188,53.340054,Dublin,Tallaght,Republic of Ireland
183,Angling Cloonee System,,+353(0)646684205,-9.74959805606923,51.8181618012555,Kerry,Kenmare,Republic of Ireland
184,Angling in Lough Boora,http://www.loughboora.com/things-to-do/angling/,+353(0)579340010,-7.73017937648581,53.2188683440708,Offaly,Tullamore,Republic of Ireland
185,Angling In The Barony Of Erris,,+353(0)9782292,-9.98892,54.2237,Mayo,Belmullet,Republic of Ireland
186,Angling Middle Lee,,+353(0)2641222,-8.9637,51.906862,Cork,Macroom,Republic of Ireland
187,Angling Services Ireland,http://www.anglingservicesireland.com,353866011878,-8.2868153,53.9835159,Roscommon,Boyle,Republic of Ireland
188,Angling White Lake,,8934884(0)86-8934884,-7.30451437128095,53.6693383921237,Westmeath,Castlepollard,Republic of Ireland
189,Angsana Spa at The Brehon,https://www.thebrehon.com/en/angsana-spa-killarney/,353646623980,-9.5044579,52.0459256,Kerry,Killarney,Republic of Ireland
190,Animal Magic – Falconry and Conservation,https://www.facebook.com/pages/Animal-Magic-Wildlife-Rescue/225058377509681,+353(0)6398777,-8.56227956923772,52.4013104884045,Limerick,Kilmallock,Republic of Ireland
191,Ann McDonald’s Upper Deck Café,https://www.facebook.com/annmcdonaldscafe,35351425391,-6.9436031,52.3954961,Wexford,New Ross,Republic of Ireland
192,Annagh Church,,353667122522,-9.742521,52.248165,Kerry,Tralee,Republic of Ireland
193,Annaharvey Farm Cookery School,http://www.annaharveyfarm.ie,353579343544,-7.398389,53.249783,Offaly,Tullamore,Republic of Ireland
194,Annaharvey Farm Equestrian Centre,http://www.annaharveyfarm.ie,353579343544,-7.39603,53.252068,Offaly,Tullamore,Republic of Ireland
