accommodationId,hostId,name,description,listingUrl,neighborhoodOverview,accommodates,location,bathrooms,bathroomsText,bedrooms,beds,instantBookable,reviewsPerMonth,latitude,longitude,propertyTypeId,roomTypeId,lastUpdated
23769172,178296610,Cosy family home in Walkinstown,"Beautiful family home within walking distance of shops, playground, library, cafés and local pubs with food and entertainment. On direct bus and tram routes to the city centre, close to the M50 and 20 minutes by car to Dublin Airport.<br /><br /><b>Guest access</b><br />The complete house is available to enjoy but the attic is not available for air bnb guests.<br /><br /><b>Other things to note</b><br />There are 3 beds in the bunk bed, 2 are suitable for adults but the top bunk would be best suited for 12year olds and younger. There is a baby cot and a double bed also.",https://www.airbnb.com/rooms/23769172,,5,Dublin,,1 bath,2,3,false,0.23,53.31901,-6.33659,7,3,2020-10-24
12733225,69239761,Lumy,"Nice, simple bedroom located in a quiet area. 25 min away from the city centre.",https://www.airbnb.com/rooms/12733225,,2,Dublin,,1 bath,1,1,false,,53.32631,-6.32243,7,3,2020-10-17
14624814,49084205,Comfy room in the heart of the city,"Cosy, private single room in a comfortable top floor apartment located in the heart of the city.  A stones' throw from Trinity College, it is in walking distance of most major attractions such as Temple Bar, Dublin Castle, Steven's Green and many others. Close by there is a Tesco supermarket and other small shops.<br /><br />You will be able to use the kitchen which is fully equipped. I live with two friendly PhD students studying in Trinity, who are good company.<br /><br /><b>The space</b><br />The place is a top floor apartment with good views of the city and a balcony.  Guests are provided with freshly cleaned bedding and towels and can use a hair dryer in the room.",https://www.airbnb.com/rooms/14624814,,2,Dublin,,1 bath,1,1,false,0.12,53.34678,-6.24789,8,3,2020-10-17
3581384,17981524,Contemporary 3 Bedroom Townhouse Dublin Central,"This is a great opportunity to stay in a unique development ""Rafters Court""  well-designed properties. This well proportioned end of terrace townhouse is one of five built and finished to a very high standard and are ideally located for a family getaway or a couple’s retreat close to Dublin city and the surrounding countryside for a great Dublin Vacation.<br /><br /><b>The space</b><br />The house has a spacious open plan living and dining area with amtico flooring throughout. A fully equipped kitchen with crockery & cutlery and pots & pans, a microwave oven and a kettle, toaster and everything you will need to make your stay feel like a ""home from home"". Off the main entrance hall is the guest bathroom. There are three bright and spacious double bedrooms, all with built in wardrobes and one bedroom with it's own private ensuite. Located next to the bedrooms on the first floor there is also a large family bathroom. The house has off street parking for one car and a sunny south-facing r",https://www.airbnb.com/rooms/3581384,"This Townhouse has an excellent location. It is situated on the corner of the Crumlin road in a quality mature residential area with a short walk to a good selection of Shops, Bars and Restaurants and the many amenities this area has to offer.",6,Dublin,,2.5 baths,3,4,false,0.71,53.32697,-6.31395,8,3,2020-10-17
23325066,11867712,Comfortable family home close to Dublin centre.,This is a comfortable family home with three bedrooms and comfortable living and dining rooms.   The kitchen is fully equipped and the distance from the city centre is four kilometres.   There are seven bus services available within five minutes walk of the house.,https://www.airbnb.com/rooms/23325066,,5,Dublin,,1.5 baths,,3,true,,53.32498,-6.32109,8,3,2020-10-17
4307233,22357985,Near City Centre (bus and nite bus),"20 minutes by bus to City Centre and there are lots of buses! <br />ONE MONTH MINIMUN STAY at €650 each month.<br />Double bed in large room (single occupancy only).<br />Our home is more suited to Female visitors at this time.<br /><br /><b>The space</b><br />Local shops 2 mins walk include SPAR, Pharmacy, Butcher, Hair salon, Convenience Store, Chinese take away etc.  Local pubs serving lunch and evening meals only 10mins stroll.  <br />Own key to come and go as please.<br /><br />As our guests, we want you to feel at home, even if only for a short stay.  Enjoy kitchen facilities, cable tv, living room. Washing machine and dryer available (small charge).<br /><br />We come and go on different daily schedules. We are welcoming but don't stand on formalities. Make yourself at home...that means, get your own cuppa tea and be comfortable. There is a family dog, he is mostly outside during the day but likes to say hello when you come home.<br /><br />Access to City Centre! Locally, the sh",https://www.airbnb.com/rooms/4307233,,1,Dublin,,1 bath,1,1,false,0.08,53.32814,-6.32223,8,3,2020-10-17
19028229,132781731,Contemporary City Centre Cottage,"Our home is a newly renovated terraced cottage, in the heart of Dublin City. An ideal location for exploring the city highlights.<br /><br /><b>The space</b><br />Our home is located in a quiet street & provides all the all the comforts of a home away from home.<br /><br /><b>Guest access</b><br />The entire place (ground floor) is available to our guests, complete with lounge, dining area, kitchen, wet room, double bedroom, yard area. An additional room, on the ground floor complete with blow up mattress can be arranged on request.",https://www.airbnb.com/rooms/19028229,"The house is located in an up & coming neighborhood close to Portobello. There are plenty of restaurants & cafe's to suit all budgets in the locality, as well as a variety of grocery stores.",2,Dublin,,1 bath,1,1,false,0.10,53.33357,-6.27437,8,3,2020-10-17
13759419,37019750,3 Bed Ensuited Space Free Parking & City Tram Line,"1. Location on tram line which takes 15 min to City Centre,Temple Bar and all other major attractions including Trinity College, Guinness store house and Kilmainham Jail. Trams are regular between 2 & 5 min. This is a great link to the city & its attractions. Private Free Car Parking.<br />2. Stunning Home with All 3 bedrooms fully ensuited & each room has  king size beds as well as being extremely quiet & spacous. Ideal for large groups, Families & Business users.<br />3. Personal check in organised.<br /><br /><b>The space</b><br />1. This is a great apartment suited for hosting up to  6 guests in a very quiet apartment complex. <br />2. Apartment is in safe secure compound with secure parking for your car.<br />3. Apartment is 2 min walk from shops; 2 local bars / restaurants and also only a 3 min short walk from the tram line which shall bring you to the city centre within 15 mins. Please see Guidebook at the bottom of this page.  <br />4. All three Bedrooms are large with Kingsize",https://www.airbnb.com/rooms/13759419,"1. The apartment is on the tram line which brings you all the way to the City centre and the Temple Bar area. The tram also stops close to the Guinness store house and a short walk from Trinity College and the main shopping district around Grafton Street.<br />2. We are very close to 3 local Bars and Supermarkets. Aldi, Supervalu, Lidl and Centra are less than 10 minute walk away. <br />3. Costa cafe and two local restaurants are also five minute walk away.",6,Dublin,,3 baths,3,3,true,1.06,53.33404,-6.33045,8,3,2020-10-20
16842803,112135435,Best Dublin Central View Apartment,"Hi There, <br /><br />Mona here. <br /><br />My apartment is literally a stones throw across from St Patrick's Cathedral and Marsh's Library right around the corner. <br /><br />You could say I live in a golden mile of places to see and things to do. Food, fashion, pubs, cafe's of all sorts and sizes are all on my doorstep. <br /><br />I love it and I hope you will too .......<br /><br /><br /><br /><br />I love",https://www.airbnb.com/rooms/16842803,,1,Dublin,,1 shared bath,2,1,false,,53.34078,-6.27154,8,3,2020-10-17
14541302,41944081,Traveler's home;) 15min walk to city centre,"Welcome to our house! Our place is not super fancy place but me and my husband love meeting people, having guests.<br />This room is for single traveler (double bed , share the bathroom). The room is on the ground floor next to the bath room.<br />Our living room was changed decoration and and your room changed wall colour to light blue.<br />My place is close to Aircoach bus stop, shop, local pubs. You’ll love my place because of the neighbourhood.<br /><br /><b>Guest access</b><br />Your guest room, bathroom, living & kitchen room<br /><br /><b>Other things to note</b><br />This is a family home. We have a boy being 2 years in April and are expecting another baby. We also have a Japanese aupair living in attic. We both have jobs but I also work at home from Tuesday to Thursday. If you stay here, I'll be out to do job. But the house isn't empty all the time.<br />Our living room is upstairs so you can relax at night time. Although it's beside the bathroom and we share that, it's a bit",https://www.airbnb.com/rooms/14541302,There is a convinience store 2 mins walking distance. There are local pubs where you can have one of the best Guinness and popular cafes and restaurants. You can even walk to the city centre easily. Big supermarket is also within 10min.,4,Dublin,,1 shared bath,2,2,false,0.10,53.33215,-6.25401,8,3,2020-10-17
9969686,28581722,Grand Canal Place,"Nice private room with its own bathroom in a 2 bedroom flat in Grand Canal. Very comfortable place at walking distance (15 min) from city centre and very handy to/from airport (20' by bus). Only a 2 min walk to bars, restaurants, theatre and cafes.",https://www.airbnb.com/rooms/9969686,,2,Dublin,,1 bath,1,1,false,0.19,53.34361,-6.23843,8,3,2020-10-17
18044248,124169987,Comfy double bedroom in spacious flat city center,This nice and spacious flat is only two minutes walking from Merrion Square and 10 minutes from Trinity College.<br />Great location in city center.,https://www.airbnb.com/rooms/18044248,,2,Dublin,,1 shared bath,1,1,true,0.35,53.34088,-6.24546,8,3,2020-10-17
20780307,130234671,Double bedroom in great Dublin city location!,"Bright double bedroom with balcony access. The property is ideally located in the picturesque village of Chapelizod. We are a short walk to the beautiful Phoenix Park, Europe's largest public park, if you fancy an active day out. Close to public transport; the city centre is only 10 minutes by bus where you can explore Dublin city and its famous attractions. Chapelizod is a 15 minute drive from Dublin Airport and less than 5 minute drive to Heuston train station.<br /><br /><b>The space</b><br />You will love your stay here as Chapelizod is a lovely, relaxing area. Our apartment is nice and cosy and we are friendly, helpful and knowledgeable on the local area if you have any queries or need any recommendations for exploring the city centre.<br /><br /><b>Guest access</b><br />Guests have access to the kitchen & living room area.<br /><br /><b>Other things to note</b><br />We really hope you enjoy your stay with us. We have some maps of the local area and happy to give any recommendatio",https://www.airbnb.com/rooms/20780307,"Chapelizod is a lovely, quiet, relaxed area with a shop, pharmacy, church and two local pubs, all less than 5 minute walk away. There are regular buses into the city centre and the bus stop is 2 minute walk from the apartment.",2,Dublin,,1 shared bath,1,1,true,2.02,53.34618,-6.34741,9,3,2020-10-17
36327396,107522669,2 bedrooms terraced house/ Petite maison de ville,"2 bedrooms terraced house. Near all amenities and Phoenix Park. 20 min bus ride to city centre.<br />Petite maison de ville.  Près de magasins, d'arrêts de bus et de Phoenix Park (15/20 minutes à pied). Petit jardin verdoyant (pour les fumeurs).<br />Possibilité de rajouter un matelas gonflable deux places (fournis) dans la chambre 1 personne. <br />Quartier calme, voisins agréables et discrets et un parc avec ère de jeux à 100m de la maison (idéal pour de jeunes enfants).",https://www.airbnb.com/rooms/36327396,,4,Dublin,,1 bath,2,3,false,,53.34154,-6.34447,10,3,2020-10-24
19323781,133916559,Charming Dublin Home - Real Irish Experience,"(Please Inquire as to the room(s) you wish to book in advance of booking. They may be subject to availability)<br /><br />Our home offers an authentic taste of the delight that Dublin has to offer. It is a perfect place to relax after a day exploring our emerald Ireland's many attractions, or simply just to kick back and unwind<br /><br />The house is shared with permanent tenants so airbnb guests must be respectful of the others sharing<br /><br /><b>The space</b><br />The house is calm, warm and homely.<br /><br />Living space: <br />A tranquil space to relax on your own or with your group. You are welcome to enjoy the space in silence, in conversation, with a book, watching a show, with your own choice of music, or however you may feel appropriate. <br /><br />Kitchen:<br />The kitchen is very well equipped as Ronan is a passionate cook. There is ample storage space for food in fridges or in cupboards. Pots, pans, cutlery and other cooking equipment are free to use as is our gas ove",https://www.airbnb.com/rooms/19323781,"Our house is located on a very quiet, safe and peaceful lane way in an urban neighbourhood, close to shops, pubs and restaurants. <br /><br />However public transport, or a short taxi ride would bring you to areas of greater energy, excitement (eg. nightlife) should you be in the market for it :)",7,Dublin,,1 shared bath,1,1,false,0.65,53.33796,-6.32354,11,3,2020-10-20
37614930,269516563,"The Fleet, Deluxe Small Double Room","<b>The space</b><br />We have rooms suitable for all types of travelers, whether for business, pleasure, romantic holidays, and more. Each of our rooms are individually decorated for a unique look and feel. You’ll have a warm, welcoming feeling with the autumn tones of the soft furnishings and rich fabrics. Beds are topped with crisp linen and en suite bathrooms have complimentary amenities.<br /><br />The Fleet Street Hotel is located in the centre of Dublin, bordering Temple Bar. We are minutes away from the popular Grafton Street or O’Connell St. for shopping, dining, and entertainment. You can also visit the nearby Trinity College or The Guinness storehouse.<br /><br />Each room includes:<br />Free WiFi<br />Flat screen satellite TV<br />Tea and coffee maker",https://www.airbnb.com/rooms/37614930,,1,Dublin,,1 bath,1,1,true,0.16,53.34476,-6.25867,12,3,2020-10-21
20007931,180011313,Double Bedroom with Shared Bathroom (F),"Stunning Duplex apartment situated superbly in Dublin's Docklands. Minutes from Grand Canal Dock DART and other amenities such as quayside bars, restaurants, cafes and shops.",https://www.airbnb.com/rooms/20007931,,2,Dublin,,1 shared bath,1,1,false,0.28,53.34356,-6.23949,12,3,2020-10-17
15016855,52850462,Cliffs of Moher Country House,"Our seaside property is set it the heart of the countryside in a tranquil country setting with the iconic cliffs of moher just a mile up the road. If you love nature, hiking and the ocean, then this is the place for you. Covid update **  Extra measures in place to make certain your room & bathroom  are sanitized and safe.  This is the ideal place to come for your post lockdown getaway.  The Burren, The cliffs and much more all on your doorstep.<br /><br /><b>The space</b><br />The only sounds you will hear are the ocean, the gulls, the cows and the odd tractor passing by. We are truly on the Wild Atlantic way and the weather can be volatile being so close to the Cliffs and the ocean. We are a mile from the Cliffs of Moher and 2 miles from the very pretty Liscannor Village.  When you walk out the front door here you are only metres from the atlantic ocean. The hikes around here are second to none.<br /><br /><b>Guest access</b><br />In addition to the shared kitchen, you have access to ",https://www.airbnb.com/rooms/15016855,"The Cliffs of Moher, The Burren national park and the Aran islands are at our doorstep, so is Doolin. This location is ideal for adventurers. There is a lovely patisserie and a cracking pub in the village of Liscannor.  Close by in the village of Lahinch you will find many restaurants, bars and great surfing.",2,Clare,,1 private bath,1,1,false,1.24,52.94016,-9.44612,12,3,2020-10-21
22171449,30053241,Cozy & fancy double room in a great location,"Cozy apartment in a great location (5 minutes from Merrion Square Park and 10 minutes from Trinity College/City Centre). Apartment surrounded by Art Galleries, Museums, Coffee Shops and lovely restaurants. Comfortable double room, Wi-Fi, heating, blankets, towels and nice breakfast.",https://www.airbnb.com/rooms/22171449,,2,Dublin,,1 shared bath,1,1,true,0.41,53.33834,-6.24375,12,3,2020-10-21
35987762,7830399,"Friendly, cosy and convenient room",,https://www.airbnb.com/rooms/35987762,,2,Dublin,,1 private bath,1,1,true,0.96,53.33861,-6.23298,12,3,2020-10-19
27744532,207955402,Lahinch View 2,"Lahinch View is situated in a prime location in the greenvale of Kilshanny, overlooking Lahinch, a stone's throw from Ennistymon and in close proximity to Lisdoonvarna and Doolin.  The Burren, Cliffs of Moher, Aillwee Cave, Aran Islands and many other tourist attractions are all within short driving distance. It is located off the main Lisdoonvarna Road - take the L1056 exit.  Homemade fresh bread and scones will be baked to accompany your continental breakfast.",https://www.airbnb.com/rooms/27744532,,2,Clare,,1 shared bath,1,2,true,0.31,52.98768,-9.33648,13,3,2020-10-18
19925329,125150723,Boutique Townhouse in the Heart of Dublin,Sink into facing couches for a cosy conversation next to a fireplace carved into an exposed stone wall. Sense the history occupying every corner of this former cobbler's workshop which has been carefully transformed by a designer's sensitive touch.,https://www.airbnb.com/rooms/19925329,"The townhouse is located in Dublin 2, a five-minute walk from Grafton Street. St Stephens Green Park is one minute away. It's within comfortable walking distance of Temple Bar, Trinity College, the National Concert Hall, and National Art Gallery.",15,Dublin,,2 baths,6,7,true,2.44,53.33598,-6.25588,13,3,2020-10-21
20080880,14727286,"5min walk to Grafton St, Quiet Double Bed Room","Comfy double bed room in a lovely, comfortable and clean apartment. It is located in a very central area, next to St Stephens Green, 5min walking to Grafton street and just 8 min walk to Temple bar! Light breakfast (coffee, tea ...) , towels, basic elements and touristic info is included. Welcome home ! We accept last minute bookings!<br /><br /><b>The space</b><br />Secure Residential building, very quiet building just minutes away from all attractions<br /><br /><b>Guest access</b><br />You will have access to the balcony, kitchen, living room, and bathroom (shared with my wife and I). Wifi of course!",https://www.airbnb.com/rooms/20080880,"Quiet neighborhood, close the night life and all main attractions",1,Dublin,,1 shared bath,1,1,false,1.30,53.33934,-6.26844,13,3,2020-10-17
42710739,329253396,Apache Hostel Temple Bar,,https://www.airbnb.com/rooms/42710739,,2,Dublin,,1 shared bath,1,1,false,0.56,53.34384,-6.26555,14,3,2020-10-17
32214235,225940422,The Ramblers Rest B&B - 2.1km From Cliffs Of Moher,"The Ramblers Rest B&B is located less than 2 km from the Cliffs of Moher and a 10-minute drive from Doolin. Doolin has lots of lovely pubs and restaurants, This charming rural property offers great views of the Atlantic Ocean, the Aran Islands, and Galway Bay. Each of the rooms at the family-run  B&B has traditional décor. All rooms have a private bathroom and heating. Free WiFi is available. The surrounding area is ideal for coastal walks. Lahinch Golf Club is only a 15-minute drive.<br /><br /><b>The space</b><br />Our Bed & Breakfast is very unique and different conpared to other B&Bs around Ireland. We have fantastic views, comfy bed and a hearty Full Irish Breakfast. What more could you ask for ? 😊<br /><br /><b>Guest access</b><br />Guests have access to the lounge area where they can kick back and relax. They also have access to the garden area where they sit down and look at are magnificent views.",https://www.airbnb.com/rooms/32214235,"Doolin is a fantastic place to live. Where we are situated, we have fantastic views of the sea. Everyone is also very friendly and nice.",12,Clare,,5 baths,5,6,false,0.57,52.98628,-9.41184,14,3,2020-10-21
17044611,2470399,Triple Room,My place is close to Bord Gáis Energy Theatre trinity College & Aviva Stadium .,https://www.airbnb.com/rooms/17044611,,3,Dublin,,1 private bath,,3,true,0.04,53.34415,-6.24876,14,3,2020-10-17
43870523,169235662,"Lahinch Railway Cottage, Perfect Location!",Cosy one bed room appartment in the heart of Lahinch,https://www.airbnb.com/rooms/43870523,,2,Clare,,1 bath,1,1,true,5.84,52.9283,-9.33664,14,3,2020-10-22
315698,1625811,"City Penthouse, Own Balcony, Shower","Location, location, location, - City and beach - and minutes to all the International companies located in our area, 15 mins straight walk into the city centre and 5 mins to the beautiful beach. Airport 15 mins on bus. Buses, trains, trams and taxis all minutes away or Walk to city centre like the locals. Check-out our Reviews.<br /><br /><b>The space</b><br />Bright,  light filled Xlarge Penthouse Bedroom with yr own super-clean private bathroom. <br /><br />Your own small private balcony overlooking a quiet courtyard with views.  <br /><br />Peace & quiet. <br /><br />Free & fast wifi in room. <br /><br />A good size work-desk & LED lamp, adjustable chair & foot rest for extensive desk work. <br /><br />Own fridge in room and tea/coffee and kettle with fresh water.    <br /><br />European Duvet & four pillows on a Super king size bed. <br /><br />Fresh towels & toiletries ( conditioner, shampoo, shaving cream, ) all provided. <br /><br />Hairdryer provided. <br /><br />Free on Street",https://www.airbnb.com/rooms/315698,"The neighbourhood is charming and close to all amenities, pubs, live music, beach walks and promenades.  Quiet, very very safe and convenient. Most locals walk into the city centre from here although there are also plenty of buses.   Stroll down to the beach 5 mins away. Our guests enjoy privacy.",2,Dublin,,1 private bath,1,0,true,2.37,53.3398,-6.2266,14,3,2020-10-19
24474346,69683252,Temple Bar's Bridge View,Bright apartment with the best view in town of Dublin's most iconic Ha'penny bridge<br /><br /><b>Other things to note</b><br />For stays longer than 2 weeks:<br />If electricity bills amount to more than 100 euro/ 2 weeks we will ask the guest to pay the surplus.,https://www.airbnb.com/rooms/24474346,,4,Dublin,,1 bath,1,2,false,2.40,53.34512,-6.26381,14,3,2020-10-17
14820885,51455871,Amazing Ensuite Double Bedroom,"Double bedroom with a king size bed. Private bathroom. The bedroom has amazing views to the Grand Canal in a big terrace. New design apartment with a big living room, a modern kitchen and a parking space also available in case you need it. Wi-Fi provided.",https://www.airbnb.com/rooms/14820885,,2,Dublin,,1 bath,1,1,false,,53.34286,-6.2341,14,3,2020-10-22
25069244,189519180,"Perfect Holiday Location, Restaurants","Perfectly located in quiet quaint fishing village of Liscannor. A modern warm and cosy 2 bedroom (both ensuite) duplex apartment.  First floor with steps up to  own entrance, across road from  popular seafood restaurants and friendly traditional pubs. 2 mins walk to pier and picnic area. 5 mins drive to Lahinch, famous for golf and surfing, 7 mins to  Cliffs of Moher. Ideal for touring Clare inc The Burren, Doolin & Lisdoonvarna.<br /><br /><b>The space</b><br />Aside from the proximity of the many tourist attractions, the luxury of just crossing the road at the end of a busy day to enjoy a choice of 3  popular traditional pubs with great food, friendly atmosphere and music most nights,  really add to the holiday experience, while at the same time being in a very quiet and peaceful area. <br /><br />One of the major attractions in the area is the Cliffs of Moher Coastal Walk commencing at Liscannor,  as you walk you will have great views of Liscannor Bay, the cliffs and Lahinch. You ca",https://www.airbnb.com/rooms/25069244,,4,Clare,,2 baths,2,2,false,1.98,52.93731,-9.39241,14,3,2020-10-24
